student_id,full_name,age,gender,city,email,group_id,enrollment_date,group_name,course_id,stated_num_students,session_day,session_time,instructor,course_name,category,difficulty_level,duration_weeks,short_description,modules,is_active,score_mean,score_count,max_score_first,total_sessions,attended_sessions,attendance_rate,avg_concept_mastery,min_concept_score,max_concept_score,concepts_passed,total_events,events_forum_post,events_login,events_quiz_attempt,events_resource_download,events_video_watch,total_video_seconds,device_mobile,device_web,0,1,time_spent_minutes,attempts
S0101,Mostafa Kamel,22,Male,Tanta,mostafa.kamel@kayfa-student.io,G03,2025-12-13,Group 03 — C002,C002,67,Sunday,6 PM,Dr. Laila ElBaz,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,76.01818181818182,11,100,26,23,88.46,70.66250000000001,40.1,88.2,20,41,4,14,4,8,11,6683,18,23,3,0.0,145.0,1.3333333333333333
S0102,Farida ElShafei,30,Female,Ismailia,farida.elshafei@kayfa-student.io,G02,2025-12-12,Group 02 — C001,C001,56,Thursday,18:00,Dr. Mona Saad,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,68.42727272727274,11,100,26,25,96.15,63.012499999999996,42.7,87.7,14,76,6,29,10,12,19,10291,37,39,3,1.0,135.0,2.3333333333333335
S0103,Mariam Abdelaziz,20,Female,Port Said,mariam.abdelaziz@kayfa-student.io,G04,2025-12-02,Group 04 — C002,C002,65,Saturday,16:00,Eng. Hossam Refaat,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,76.68181818181819,11,100,26,22,84.62,75.79166666666667,32.6,98.9,18,45,2,21,10,3,9,4860,15,30,3,0.0,125.66666666666667,1.3333333333333333
S0104,Abdelrahman Awad,23,Male,Zagazig,abdelrahman.awad@kayfa-student.io,G02,2025-12-16,Group 02 — C001,C001,56,Thursday,18:00,Dr. Mona Saad,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,81.2090909090909,11,100,26,25,96.15,80.60000000000001,45.3,100.0,23,76,7,27,10,7,25,16960,29,47,3,1.0,113.33333333333333,1.0
S0105,Aya Mahmoud,20,Female,Cairo,aya.mahmoud@kayfa-student.io,G09,2025-12-09,Group 09 — C006,C006,51,Thursday,19:00,Dr. Mona Saad,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,71.62727272727273,11,100,26,21,80.77,70.95,39.7,92.3,20,56,5,20,11,9,11,5436,22,34,3,1.0,124.66666666666667,1.3333333333333333
S0106,Karim Soliman,19,Female,Fayoum,karim.soliman@kayfa-student.io,G07,2025-12-17,Group 07 — C005,C005,70,Wednesday,21:00,Eng. Hossam Refaat,Digital Marketing,Business,Beginner,8,Digital Marketing — hands-on business track at Kayfa.,"[""SEO Basics"", ""Content Strategy"", ""Paid Ads"", ""Funnel Analytics""]",True,56.35454545454545,11,100,26,19,73.08,60.07083333333333,38.3,79.3,14,72,9,26,10,9,18,10085,26,46,3,2.0,142.0,1.6666666666666667
S0107,Jana Refaat,20,Female,Port Said,jana.refaat@kayfa-student.io,G03,2025-12-09,Group 03 — C002,C002,67,Sunday,6 PM,Dr. Laila ElBaz,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,67.85454545454546,11,100,26,25,96.15,67.40416666666667,31.5,97.9,18,36,3,16,5,5,7,4241,16,20,3,2.0,151.66666666666666,1.3333333333333333
S0108,Menna Soliman,23,Female,Zagazig,menna.soliman@kayfa-student.io,G09,2025-12-16,Group 09 — C006,C006,51,Thursday,19:00,Dr. Mona Saad,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,77.97272727272728,11,100,26,22,84.62,71.91666666666667,35.7,97.8,18,55,3,24,6,11,11,6376,23,32,3,0.0,79.33333333333333,2.0
S0109,,22,Female,Mansoura,khaled.gamal@kayfa-student.io,G04,2025-12-17,Group 04 — C002,C002,65,Saturday,16:00,Eng. Hossam Refaat,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,75.5,11,100,26,23,88.46,70.96249999999999,31.2,90.9,21,67,7,20,8,9,23,15849,20,47,3,1.0,128.33333333333334,2.3333333333333335
S0110,Mona Shawky,22,Male,Fayoum,mona.shawky@kayfa-student.io,G08,2025-12-12,Group 08 — C006,C006,60,Saturday,17:00,Dr. Laila ElBaz,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,64.18181818181819,11,100,26,20,76.92,56.800000000000004,26.4,71.3,10,69,3,20,10,15,21,13624,37,32,3,0.0,96.33333333333333,1.0
S0111,Sherif ElGhandour,27,Female,Zagazig,sherif.elghandour@kayfa-student.io,G06,2025-12-04,Group 06 — C004,C004,56,Saturday,17:00,Dr. Mona Saad,UI/UX Design,Design,Beginner,10,UI/UX Design — hands-on design track at Kayfa.,"[""Design Principles"", ""Wireframing"", ""Color Theory"", ""Prototyping"", ""Usability Testing""]",True,73.72727272727273,11,100,26,26,100.0,76.70833333333333,58.4,94.8,23,77,6,27,5,9,30,20075,35,42,3,0.0,87.0,1.0
S0112,Salma Naguib,20,Male,Asyut,salma.naguib@kayfa-student.io,G05,2025-12-18,Group 05 — C003,C003,76,Tuesday,1800,Eng. Khaled Adel,Web Development,Programming,Intermediate,16,Web Development — hands-on programming track at Kayfa.,"[""HTML & Semantics"", ""CSS Layout"", ""JavaScript DOM"", ""HTTP & APIs"", ""Responsive Design""]",True,78.73636363636363,11,100,26,21,80.77,81.64583333333333,63.1,100.0,24,60,3,15,13,8,21,13492,20,40,3,1.0,122.66666666666667,1.6666666666666667
S0113,Sara Farouk,23,Male,Fayoum,sara.farouk@kayfa-student.io,G04,2025-12-02,Group 04 — C002,C002,65,Saturday,16:00,Eng. Hossam Refaat,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,67.45454545454545,11,100,26,22,84.62,63.14166666666667,25.1,85.5,15,63,7,20,14,7,15,8475,25,38,3,2.0,107.33333333333333,1.0
S0114,Mohamed Mahmoud,21,Female,Mansoura,mohamed.mahmoud@kayfa-student.io,G08,2025-12-09,Group 08 — C006,C006,60,Saturday,17:00,Dr. Laila ElBaz,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,83.15454545454546,11,100,26,23,88.46,82.34583333333333,54.8,99.7,22,49,2,23,4,4,16,10599,12,37,3,1.0,118.0,1.3333333333333333
S0115,Farida Halim,24,Female,Fayoum,farida.halim@kayfa-student.io,G07,2025-12-14,Group 07 — C005,C005,70,Wednesday,21:00,Eng. Hossam Refaat,Digital Marketing,Business,Beginner,8,Digital Marketing — hands-on business track at Kayfa.,"[""SEO Basics"", ""Content Strategy"", ""Paid Ads"", ""Funnel Analytics""]",True,48.88181818181818,11,100,26,16,61.54,49.35,25.9,73.3,3,56,3,19,7,8,19,9085,22,34,3,2.0,94.66666666666667,1.6666666666666667
S0116,Nada Sultan,21,Female,Zagazig,nada.sultan@kayfa-student.io,G09,2025-12-11,Group 09 — C006,C006,51,Thursday,19:00,Dr. Mona Saad,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,78.51818181818182,11,100,26,19,73.08,79.60000000000001,54.8,100.0,23,72,4,34,8,6,20,12031,26,46,3,1.0,161.66666666666666,1.6666666666666667
S0117,Nour Ramadan,24,Male,Mansoura,nour.ramadan@kayfa-student.io,G08,2025-12-06,Group 08 — C006,C006,60,Saturday,17:00,Dr. Laila ElBaz,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,64.54545454545455,11,100,26,22,84.62,65.74583333333334,38.1,94.0,17,51,0,23,7,8,13,8513,24,27,3,1.0,141.33333333333334,1.0
S0118,Ziad Kamel,19,Male,Mansoura,ziad.kamel@kayfa-student.io,G06,2025-12-03,Group 06 — C004,C004,56,Saturday,17:00,Dr. Mona Saad,UI/UX Design,Design,Beginner,10,UI/UX Design — hands-on design track at Kayfa.,"[""Design Principles"", ""Wireframing"", ""Color Theory"", ""Prototyping"", ""Usability Testing""]",True,71.2,11,100,26,23,88.46,73.94166666666666,53.9,100.0,21,61,5,23,4,7,22,13833,24,37,3,1.0,139.66666666666666,2.6666666666666665
S0119,Salma Sultan,20,Female,Giza,salma.sultan@kayfa-student.io,G04,2025-12-15,Group 04 — C002,C002,65,Saturday,16:00,Eng. Hossam Refaat,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,84.13636363636364,11,100,26,17,65.38,84.10833333333333,47.1,100.0,22,90,4,42,6,12,26,16420,34,56,3,0.0,111.66666666666667,1.0
S0120,Aya ElSayed,20,Female,Cairo,aya.elsayed@kayfa-student.io,G04,2025-12-06,Group 04 — C002,C002,65,Saturday,16:00,Eng. Hossam Refaat,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,54.42727272727273,11,100,26,21,80.77,54.791666666666664,15.6,82.1,12,69,6,23,8,12,20,11674,30,39,3,1.0,131.33333333333334,1.3333333333333333
S0121,Mahmoud Ibrahim,21,Female,Alexandria,mahmoud.ibrahim@kayfa-student.io,G09,2025-12-03,Group 09 — C006,C006,51,Thursday,19:00,Dr. Mona Saad,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,73.0909090909091,11,100,26,24,92.31,75.85416666666667,45.6,99.9,17,84,8,23,10,15,28,17209,35,49,3,1.0,113.0,1.0
S0122,Ahmed ElShafei,24,Female,Fayoum,ahmed.elshafei@kayfa-student.io,G08,2025-12-03,Group 08 — C006,C006,60,Saturday,17:00,Dr. Laila ElBaz,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,66.94545454545454,11,100,26,20,76.92,66.06666666666666,45.4,91.2,18,48,2,18,8,10,10,4822,14,34,3,2.0,137.33333333333334,1.0
S0123,Amr Ibrahim,25,Female,Fayoum,amr.ibrahim@kayfa-student.io,G08,2025-12-09,Group 08 — C006,C006,60,Saturday,17:00,Dr. Laila ElBaz,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,80.06363636363636,11,100,26,22,84.62,82.22083333333333,50.8,98.4,23,74,10,27,11,11,15,9907,41,33,3,1.0,105.0,1.3333333333333333
S0124,Dina Farouk,29,Male,Port Said,dina.farouk@kayfa-student.io,G02,2025-12-17,Group 02 — C001,C001,56,Thursday,18:00,Dr. Mona Saad,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,73.61818181818181,11,100,26,24,92.31,70.175,49.5,98.3,20,86,5,22,14,11,34,20488,39,47,3,0.0,99.0,2.0
S0125,Abdelrahman Mansour,28,Male,Mansoura,abdelrahman.mansour@kayfa-student.io,G01,2025-12-04,Group 01 — C001,C001,52,Thursday,16:00,Eng. Khaled Adel,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,78.10000000000001,11,100,26,23,88.46,79.7,58.7,96.3,23,80,10,23,11,14,22,13687,24,56,3,0.0,114.33333333333333,2.0
S0126,Sara Darwish,21,Male,Asyut,sara.darwish@kayfa-student.io,G02,2025-12-12,Group 02 — C001,C001,56,Thursday,18:00,Dr. Mona Saad,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,73.10909090909091,11,100,26,20,76.92,67.26666666666667,47.8,93.3,17,45,1,22,6,6,10,5983,17,28,3,3.0,118.33333333333333,1.6666666666666667
S0127,Laila Mansour,25,Female,Tanta,laila.mansour@kayfa-student.io,G07,2025-12-10,Group 07 — C005,C005,70,Wednesday,21:00,Eng. Hossam Refaat,Digital Marketing,Business,Beginner,8,Digital Marketing — hands-on business track at Kayfa.,"[""SEO Basics"", ""Content Strategy"", ""Paid Ads"", ""Funnel Analytics""]",True,52.127272727272725,11,100,26,16,61.54,55.574999999999996,29.8,82.7,8,30,2,9,6,4,9,4075,12,18,3,2.0,131.0,1.3333333333333333
S0128,Karim Kamel,17,Male,Mansoura,karim.kamel@kayfa-student.io,G01,2025-12-13,Group 01 — C001,C001,52,Thursday,16:00,Eng. Khaled Adel,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,73.25454545454545,11,100,26,18,69.23,72.825,46.9,93.2,21,43,4,16,4,4,15,8167,19,24,3,1.0,119.66666666666667,1.0
S0129,Tarek Ramadan,21,Male,Asyut,tarek.ramadan@kayfa-student.io,G05,2025-12-14,Group 05 — C003,C003,76,Tuesday,1800,Eng. Khaled Adel,Web Development,Programming,Intermediate,16,Web Development — hands-on programming track at Kayfa.,"[""HTML & Semantics"", ""CSS Layout"", ""JavaScript DOM"", ""HTTP & APIs"", ""Responsive Design""]",True,74.24545454545455,11,100,26,22,84.62,76.82083333333334,54.5,93.3,21,65,6,25,12,5,17,11048,22,43,3,2.0,143.0,2.3333333333333335
S0130,Sara ElMasry,23,Female,Tanta,sara.elmasry@kayfa-student.io,G02,2025-12-04,Group 02 — C001,C001,56,Thursday,18:00,Dr. Mona Saad,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,86.38181818181819,11,100,26,23,88.46,85.35416666666667,52.3,100.0,23,80,9,21,20,11,19,11771,39,41,3,0.0,100.33333333333333,1.3333333333333333
S0131,Habiba ElBaz,22,Female,Giza,habiba.elbaz@kayfa-student.io,G01,2025-12-05,Group 01 — C001,C001,52,Thursday,16:00,Eng. Khaled Adel,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,54.78181818181818,11,100,26,22,84.62,49.60833333333333,21.2,74.9,7,61,8,17,7,10,19,11075,27,34,3,0.0,130.0,1.3333333333333333
S0132,Marwan Halim,23,Male,Ismailia,marwan.halim@kayfa-student.io,G04,2025-12-19,Group 04 — C002,C002,65,Saturday,16:00,Eng. Hossam Refaat,Python Programming,Programming,Beginner,14,Python Programming — hands-on programming track at Kayfa.,"[""Variables & Types"", ""Control Flow"", ""Functions"", ""Data Structures"", ""Recursion"", ""File I/O"", ""Error Handling""]",True,74.7909090909091,11,100,26,21,80.77,70.41666666666667,38.0,92.0,16,57,4,22,10,10,11,7106,28,29,3,1.0,109.66666666666667,1.3333333333333333
S0133,Ali Gamal,21,Male,Giza,ali.gamal@kayfa-student.io,G02,2025-12-11,Group 02 — C001,C001,56,Thursday,18:00,Dr. Mona Saad,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,66.73636363636363,11,100,26,24,92.31,67.13333333333334,42.1,96.3,17,69,3,25,6,14,21,13889,27,42,3,0.0,99.66666666666667,1.0
S0134,Farida Darwish,22,Female,Fayoum,farida.darwish@kayfa-student.io,G01,2025-12-04,Group 01 — C001,C001,52,Thursday,16:00,Eng. Khaled Adel,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,70.32727272727273,11,100,26,21,80.77,71.38333333333334,47.3,93.4,19,60,4,20,7,12,17,9266,26,34,3,1.0,86.33333333333333,1.0
S0135,,25,Female,Tanta,farida.elbaz@kayfa-student.io,G02,2025-12-10,Group 02 — C001,C001,56,Thursday,18:00,Dr. Mona Saad,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,78.86363636363636,11,100,26,25,96.15,76.97083333333333,50.7,100.0,22,62,5,19,9,8,21,13911,23,39,3,0.0,142.0,1.6666666666666667
S0136,Laila Mahmoud,18,Male,Ismailia,laila.mahmoud@kayfa-student.io,G09,2025-12-11,Group 09 — C006,C006,51,Thursday,19:00,Dr. Mona Saad,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,65.10000000000001,11,100,26,19,73.08,71.54166666666667,36.9,96.0,18,58,2,22,12,10,12,6041,22,36,3,1.0,121.66666666666667,1.0
S0137,Mohamed Mahmoud,25,Male,Port Said,mohamed.mahmoud@kayfa-student.io,G06,2025-12-13,Group 06 — C004,C004,56,Saturday,17:00,Dr. Mona Saad,UI/UX Design,Design,Beginner,10,UI/UX Design — hands-on design track at Kayfa.,"[""Design Principles"", ""Wireframing"", ""Color Theory"", ""Prototyping"", ""Usability Testing""]",True,66.87272727272727,11,100,27,24,88.89,66.0125,36.3,82.5,17,53,2,22,5,6,18,10587,18,35,3,0.0,131.33333333333334,1.6666666666666667
S0138,Salma ElShafei,21,Male,Alexandria,salma.elshafei@kayfa-student.io,G01,2025-12-20,Group 01 — C001,C001,52,Thursday,16:00,Eng. Khaled Adel,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,81.63636363636364,11,100,26,21,80.77,77.30416666666666,51.6,100.0,22,73,4,29,13,11,16,9895,31,42,3,0.0,143.66666666666666,1.6666666666666667
S0139,Laila Gamal,20,Male,Port Said,laila.gamal@kayfa-student.io,G08,2025-12-11,Group 08 — C006,C006,60,Saturday,17:00,Dr. Laila ElBaz,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,83.43636363636364,11,100,26,25,96.15,81.77083333333333,63.6,94.7,24,80,8,33,14,7,18,12057,25,55,3,0.0,130.33333333333334,1.3333333333333333
S0140,Rowan Mahmoud,17,Female,Zagazig,rowan.mahmoud@kayfa-student.io,G07,2025-12-13,Group 07 — C005,C005,70,Wednesday,21:00,Eng. Hossam Refaat,Digital Marketing,Business,Beginner,8,Digital Marketing — hands-on business track at Kayfa.,"[""SEO Basics"", ""Content Strategy"", ""Paid Ads"", ""Funnel Analytics""]",True,65.85454545454546,11,100,26,14,53.85,68.2375,44.0,83.1,21,42,3,17,7,8,7,3483,15,27,3,0.0,109.33333333333333,2.0
S0141,Karim Nasr,25,Male,Zagazig,karim.nasr@kayfa-student.io,G07,2025-12-07,Group 07 — C005,C005,70,Wednesday,21:00,Eng. Hossam Refaat,Digital Marketing,Business,Beginner,8,Digital Marketing — hands-on business track at Kayfa.,"[""SEO Basics"", ""Content Strategy"", ""Paid Ads"", ""Funnel Analytics""]",True,67.23636363636363,11,100,26,21,80.77,70.45833333333333,54.8,92.7,18,48,4,20,5,8,11,5071,19,29,3,1.0,121.33333333333333,2.0
S0142,Habiba Halim,17,Female,Asyut,habiba.halim@kayfa-student.io,G07,2025-12-14,Group 07 — C005,C005,70,Wednesday,21:00,Eng. Hossam Refaat,Digital Marketing,Business,Beginner,8,Digital Marketing — hands-on business track at Kayfa.,"[""SEO Basics"", ""Content Strategy"", ""Paid Ads"", ""Funnel Analytics""]",True,54.17272727272727,11,100,26,16,61.54,56.225,31.6,82.2,9,38,2,13,6,6,11,6335,15,23,3,2.0,140.33333333333334,1.0
S0143,Yasmin Gamal,19,Female,Giza,yasmin.gamal@kayfa-student.io,G01,2025-12-10,Group 01 — C001,C001,52,Thursday,16:00,Eng. Khaled Adel,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,77.46363636363637,11,100,26,22,84.62,78.13333333333334,47.0,99.7,23,54,6,17,11,6,14,8412,19,35,3,1.0,123.33333333333333,2.3333333333333335
S0144,Ahmed Halim,23,Female,Ismailia,ahmed.halim@kayfa-student.io,G07,2025-12-18,Group 07 — C005,C005,70,Wednesday,21:00,Eng. Hossam Refaat,Digital Marketing,Business,Beginner,8,Digital Marketing — hands-on business track at Kayfa.,"[""SEO Basics"", ""Content Strategy"", ""Paid Ads"", ""Funnel Analytics""]",True,67.54545454545455,11,100,26,20,76.92,71.85833333333333,54.1,96.2,21,46,4,20,6,9,7,3581,20,26,3,1.0,102.66666666666667,1.0
S0145,Aya Darwish,19,Female,Fayoum,aya.darwish@kayfa-student.io,G01,2025-12-04,Group 01 — C001,C001,52,Thursday,16:00,Eng. Khaled Adel,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,67.06363636363636,11,100,26,19,73.08,65.2,33.4,90.6,16,56,9,21,3,11,12,8704,21,35,3,0.0,120.33333333333333,2.3333333333333335
S0146,Seif Saad,22,Female,Fayoum,seif.saad@kayfa-student.io,G01,2025-12-05,Group 01 — C001,C001,52,Thursday,16:00,Eng. Khaled Adel,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,66.97272727272728,11,100,26,23,88.46,66.45,29.9,92.1,18,46,1,24,9,4,8,4407,18,28,3,0.0,75.0,1.3333333333333333
S0147,Fady Awad,17,Male,Alexandria,fady.awad@kayfa-student.io,G08,2025-12-03,Group 08 — C006,C006,60,Saturday,17:00,Dr. Laila ElBaz,Machine Learning Basics,Analytics,Advanced,16,Machine Learning Basics — hands-on analytics track at Kayfa.,"[""Regression"", ""Classification"", ""Overfitting & Regularization"", ""Feature Engineering"", ""Model Evaluation"", ""Clustering""]",True,67.7090909090909,11,100,27,14,51.85,64.91666666666667,49.0,83.8,14,35,4,11,6,7,7,3955,11,24,3,2.0,115.0,2.3333333333333335
S0148,Seif Soliman,19,Male,Mansoura,seif.soliman@kayfa-student.io,G05,2025-12-12,Group 05 — C003,C003,76,Tuesday,1800,Eng. Khaled Adel,Web Development,Programming,Intermediate,16,Web Development — hands-on programming track at Kayfa.,"[""HTML & Semantics"", ""CSS Layout"", ""JavaScript DOM"", ""HTTP & APIs"", ""Responsive Design""]",True,61.28181818181818,11,100,26,22,84.62,64.5625,37.9,87.3,15,63,5,24,6,10,18,9484,22,41,3,0.0,74.66666666666667,1.3333333333333333
S0149,Mostafa Refaat,25,Male,Fayoum,mostafa.refaat@kayfa-student.io,G02,2025-12-10,Group 02 — C001,C001,56,Thursday,18:00,Dr. Mona Saad,Data Analytics Fundamentals,Analytics,Beginner,12,Data Analytics Fundamentals — hands-on analytics track at Kayfa.,"[""Spreadsheets & Tabular Data"", ""Descriptive Statistics"", ""Data Cleaning"", ""GroupBy & Aggregation"", ""Joins & Merges"", ""Data Visualization Basics""]",True,71.74545454545454,11,100,26,21,80.77,72.24583333333334,42.7,91.0,21,62,3,17,7,13,22,14996,30,32,3,1.0,119.0,2.6666666666666665
S0150,Salma Soliman,25,Female,Fayoum,salma.soliman@kayfa-student.io,G05,2025-12-11,Group 05 — C003,C003,76,Tuesday,1800,Eng. Khaled Adel,Web Development,Programming,Intermediate,16,Web Development — hands-on programming track at Kayfa.,"[""HTML & Semantics"", ""CSS Layout"", ""JavaScript DOM"", ""HTTP & APIs"", ""Responsive Design""]",True,74.55454545454546,11,100,26,21,80.77,79.09583333333333,58.5,100.0,21,75,10,35,6,5,19,11239,30,45,3,0.0,132.66666666666666,2.0
